loan_id,paid_at,amount,transaction_type
14906,2020-01-29 19:42:00,55400.0,
16292,2020-01-30 14:58:00,48000.0,
14912,2020-01-31 04:31:00,5000.0,
14834,2020-02-01 07:15:00,207700.0,
14906,2020-02-01 20:11:00,75000.0,
14940,2020-02-02 08:22:00,114600.0,
16292,2020-02-02 08:39:00,90000.0,
16292,2020-02-02 10:15:00,25000.0,
16790,2020-02-02 20:18:00,9000.0,
14912,2020-02-03 14:57:00,50000.0,
14912,2020-02-04 04:08:00,55000.0,
14912,2020-02-04 08:39:00,51000.0,
14912,2020-02-04 11:01:00,30000.0,
14912,2020-02-04 13:49:00,53000.0,
14912,2020-02-05 09:22:00,245000.0,
14906,2020-02-05 10:24:00,700000.0,
14912,2020-02-05 10:50:00,196000.0,
14906,2020-02-06 04:45:00,30000.0,
14906,2020-02-06 04:45:00,200.0,
16790,2020-02-07 11:57:00,9600.0,
16790,2020-02-09 15:33:00,16000.0,
18491,2020-02-13 06:32:00,500.0,
16790,2020-02-13 09:14:00,30000.0,
16260,2020-02-13 09:24:00,711300.0,
17876,2020-02-20 04:03:00,300000.0,
18341,2020-02-20 07:14:00,4900.0,
19737,2020-02-20 18:47:00,13000.0,
18413,2020-02-21 06:52:00,14000.0,
17089,2020-02-22 00:34:00,800000.0,
18341,2020-02-26 06:12:00,150000.0,
18491,2020-02-26 15:31:00,11000.0,
14940,2020-02-26 20:27:00,395000.0,
18413,2020-02-28 15:37:00,4000.0,
18413,2020-02-29 09:51:00,25000.0,
17876,2020-02-29 19:25:00,358900.0,
18491,2020-03-01 04:17:00,76500.0,
18341,2020-03-02 08:35:00,330000.0,
20746,2020-03-02 10:39:00,60000.0,
18413,2020-03-03 06:18:00,17000.0,
18413,2020-03-03 10:37:00,90000.0,
20746,2020-03-03 11:06:00,50000.0,
18413,2020-03-03 17:33:00,35000.0,
18413,2020-03-04 10:18:00,69000.0,
18413,2020-03-04 13:50:00,80000.0,
18413,2020-03-04 17:48:00,34000.0,
18413,2020-03-05 08:21:00,99000.0,
18413,2020-03-05 17:14:00,37000.0,
18413,2020-03-05 18:26:00,19000.0,
18535,2020-03-05 18:32:00,239600.0,
18413,2020-03-06 07:42:00,81000.0,
18413,2020-03-06 09:50:00,100000.0,
14940,2020-03-06 10:30:00,48000.0,
18413,2020-03-06 12:00:00,189000.0,
18413,2020-03-06 12:19:00,43100.0,
19737,2020-03-06 19:37:00,55000.0,
18401,2020-03-07 15:09:00,538900.0,
17089,2020-03-09 08:55:00,443300.0,
19737,2020-03-09 17:23:00,20000.0,
19737,2020-03-10 19:14:00,29800.0,
19222,2020-03-13 12:14:00,344200.0,
19186,2020-03-13 13:54:00,260000.0,
19186,2020-03-13 14:00:00,100000.0,
19186,2020-03-13 14:02:00,500400.0,
21853,2020-03-13 14:04:00,5000.0,
20746,2020-03-16 10:54:00,90000.0,
14940,2020-03-16 14:12:00,150000.0,
20746,2020-03-17 13:36:00,30000.0,
21853,2020-03-19 18:05:00,150000.0,
20746,2020-03-20 06:30:00,100000.0,
831407,2023-11-25 18:23:00,780000.0,Deposit
21853,2020-03-21 16:46:00,80900.0,
20746,2020-03-21 17:59:00,150000.0,
20963,2020-03-21 18:12:00,190000.0,
20746,2020-03-23 09:27:00,100000.0,
20746,2020-03-23 11:46:00,78000.0,
20746,2020-03-23 12:45:00,900.0,
14940,2020-03-24 09:36:00,236200.0,
21853,2020-03-24 11:26:00,12000.0,
20821,2020-03-26 06:22:00,205000.0,
22992,2020-03-26 10:55:00,50000.0,
20963,2020-03-26 15:00:00,136100.0,
21853,2020-03-26 17:13:00,50000.0,
22717,2020-03-27 06:29:00,8500.0,
22717,2020-03-28 17:24:00,9000.0,
21853,2020-03-29 06:44:00,25000.0,
20888,2020-03-29 11:53:00,117800.0,
22717,2020-03-29 18:09:00,5400.0,
22992,2020-03-30 12:28:00,100000.0,
21063,2020-03-30 13:20:00,816600.0,
21853,2020-03-31 12:57:00,35000.0,
21853,2020-04-01 04:59:00,20000.0,
22992,2020-04-01 04:59:00,100000.0,
22185,2020-04-01 10:08:00,15000.0,
21853,2020-04-01 19:38:00,50000.0,
22992,2020-04-02 07:57:00,40000.0,
22717,2020-04-02 08:36:00,30000.0,
21853,2020-04-03 08:01:00,10000.0,
21853,2020-04-03 12:02:00,144550.0,
22185,2020-04-04 06:35:00,13000.0,
22992,2020-04-05 11:51:00,30000.0,
22185,2020-04-06 04:27:00,24500.0,
21366,2020-04-07 17:41:00,1000.0,
21366,2020-04-09 16:15:00,85000.0,
22992,2020-04-10 08:12:00,40000.0,
22185,2020-04-11 16:28:00,5000.0,
23342,2020-04-11 17:51:00,2000.0,
22185,2020-04-12 19:58:00,20000.0,
23342,2020-04-13 13:21:00,17500.0,
22185,2020-04-13 23:54:00,10000.0,
20963,2020-04-15 17:15:00,50000.0,
22185,2020-04-16 05:42:00,12000.0,
23342,2020-04-16 16:49:00,40000.0,
20963,2020-04-17 09:56:00,50000.0,
22185,2020-04-17 13:18:00,10000.0,
23342,2020-04-18 09:23:00,16000.0,
22992,2020-04-18 15:13:00,497500.0,
22185,2020-04-18 17:26:00,12000.0,
22185,2020-04-19 15:56:00,6000.0,
23342,2020-04-25 11:11:00,50000.0,
21366,2020-04-25 16:25:00,50500.0,
23342,2020-04-27 22:22:00,49600.0,
21366,2020-04-30 16:52:00,45000.0,
24630,2020-05-02 12:30:00,11000.0,
23438,2020-05-05 12:47:00,600000.0,
24630,2020-05-05 16:43:00,23800.0,
21366,2020-05-05 17:28:00,6000.0,
23438,2020-05-06 09:22:00,567500.0,
21366,2020-05-06 16:18:00,35000.0,
21366,2020-05-07 17:13:00,16000.0,
24630,2020-05-08 16:38:00,5000.0,
24630,2020-05-10 16:32:00,9500.0,
21366,2020-05-11 17:18:00,52800.0,
24630,2020-05-11 17:48:00,1500.0,
24630,2020-05-11 17:50:00,5000.0,
24630,2020-05-12 17:26:00,5000.0,
24384,2020-05-13 16:54:00,16000.0,
21366,2020-05-15 17:22:00,52000.0,
24384,2020-05-17 04:45:00,11000.0,
24630,2020-05-17 05:48:00,5000.0,
25261,2020-05-17 09:42:00,42500.0,
21366,2020-05-17 16:04:00,43000.0,
24630,2020-05-17 16:15:00,5000.0,
25261,2020-05-18 10:04:00,15000.0,
24630,2020-05-18 17:06:00,14000.0,
24384,2020-05-18 17:43:00,29000.0,
24630,2020-05-19 17:26:00,10000.0,
24384,2020-05-19 20:12:00,76800.0,
24630,2020-05-20 14:22:00,10000.0,
24630,2020-05-21 14:16:00,10000.0,
25261,2020-05-22 07:24:00,10000.0,
21366,2020-05-22 08:51:00,57000.0,
24630,2020-05-23 10:44:00,60000.0,
25261,2020-05-24 08:55:00,50000.0,
25261,2020-05-25 10:18:00,14000.0,
26256,2020-05-26 17:10:00,25000.0,
21366,2020-05-28 06:01:00,15000.0,
25261,2020-05-28 08:21:00,20000.0,
26256,2020-05-30 16:55:00,25000.0,
21366,2020-05-30 17:01:00,25000.0,
25261,2020-06-01 08:34:00,80000.0,
21366,2020-06-02 18:14:00,30000.0,
26256,2020-06-03 17:18:00,15000.0,
26973,2020-06-05 09:32:00,100000.0,
26256,2020-06-05 18:18:00,12000.0,
26404,2020-06-06 16:52:00,7000.0,
26256,2020-06-06 18:40:00,10000.0,
26404,2020-06-07 11:06:00,14500.0,
26404,2020-06-08 18:22:00,6000.0,
26256,2020-06-09 04:34:00,13200.0,
26256,2020-06-09 17:50:00,7000.0,
20963,2020-06-10 13:13:00,100000.0,
26404,2020-06-10 17:02:00,11000.0,
25497,2020-06-11 15:58:00,868000.0,
26404,2020-06-11 17:20:00,11000.0,
26973,2020-06-12 13:11:00,100000.0,
21366,2020-06-12 17:54:00,85000.0,
26404,2020-06-13 09:10:00,11500.0,
21294,2020-06-13 16:22:00,353300.0,
21366,2020-06-13 16:50:00,150000.0,
26404,2020-06-14 12:32:00,13500.0,
21366,2020-06-14 17:15:00,415000.0,
21366,2020-06-15 07:58:00,315000.0,
26256,2020-06-15 13:46:00,31000.0,
26404,2020-06-15 17:41:00,10000.0,
26404,2020-06-16 15:48:00,17000.0,
26404,2020-06-17 17:24:00,20000.0,
21651,2020-06-18 01:48:00,7000.0,
26404,2020-06-18 16:47:00,10000.0,
26404,2020-06-19 16:45:00,11500.0,
26973,2020-06-20 17:31:00,50000.0,
26404,2020-06-21 05:29:00,10000.0,
26404,2020-06-21 13:07:00,9500.0,
22098,2020-06-21 16:12:00,458900.0,
26973,2020-06-22 05:43:00,250000.0,
21651,2020-06-22 09:56:00,9000.0,
27835,2020-06-23 08:07:00,24700.0,
27178,2020-06-23 10:41:00,21500.0,
26973,2020-06-23 15:21:00,67500.0,
26973,2020-06-24 04:07:00,50000.0,
26404,2020-06-24 07:54:00,39000.0,
21651,2020-06-24 16:12:00,78000.0,
26973,2020-06-25 06:13:00,150000.0,
27178,2020-06-26 14:00:00,7000.0,
26973,2020-06-27 05:32:00,150000.0,
26973,2020-06-28 14:28:00,130000.0,
26973,2020-06-28 18:10:00,120000.0,
27835,2020-07-01 06:18:00,42000.0,
27178,2020-07-02 07:41:00,50000.0,
20821,2020-07-02 16:00:00,53000.0,
28401,2020-07-03 10:08:00,100000.0,
27178,2020-07-04 10:24:00,129000.0,
22106,2020-07-08 10:16:00,603400.0,
22106,2020-07-10 08:40:00,343000.0,
27835,2020-07-10 09:04:00,40000.0,
22106,2020-07-10 12:11:00,82000.0,
20821,2020-07-10 20:01:00,100000.0,
27178,2020-07-11 08:06:00,5500.0,
27818,2020-07-12 11:15:00,90000.0,
20821,2020-07-12 13:19:00,26000.0,
20821,2020-07-13 08:25:00,274900.0,
27818,2020-07-13 10:12:00,150000.0,
27818,2020-07-13 16:27:00,50000.0,
27835,2020-07-14 14:21:00,38000.0,
27818,2020-07-14 14:51:00,310000.0,
27675,2020-07-15 06:28:00,583800.0,
27818,2020-07-15 13:36:00,300000.0,
27178,2020-07-15 17:20:00,50000.0,
27818,2020-07-16 14:07:00,350000.0,
27818,2020-07-16 15:33:00,226300.0,
27618,2020-07-18 12:33:00,1017100.0,
27178,2020-07-20 07:37:00,10000.0,
28401,2020-07-20 09:19:00,200000.0,
27178,2020-07-21 13:25:00,10000.0,
28054,2020-07-22 12:13:00,803000.0,
29138,2020-07-23 08:19:00,58900.0,
28401,2020-07-25 13:39:00,280000.0,
29341,2020-07-25 13:53:00,50000.0,
21651,2020-07-25 18:01:00,160000.0,
27178,2020-07-26 11:53:00,31000.0,
27178,2020-07-27 13:31:00,7900.0,
28401,2020-07-28 15:33:00,295000.0,
29278,2020-07-29 07:54:00,31900.0,
27178,2020-07-29 09:41:00,31500.0,
28401,2020-07-29 20:15:00,803200.0,
29341,2020-08-01 06:54:00,52000.0,
21651,2020-08-01 02:40:00,50000.0,
21651,2020-08-02 16:45:00,45000.0,
29278,2020-08-03 08:50:00,18000.0,
27178,2020-08-04 09:27:00,61300.0,
27178,2020-08-05 12:54:00,9000.0,
29456,2020-08-05 16:31:00,100000.0,
22717,2020-08-06 07:56:00,10000.0,
29341,2020-08-06 13:17:00,66000.0,
31121,2020-08-07 14:05:00,5000.0,
29278,2020-08-08 11:55:00,75000.0,
29341,2020-08-08 18:01:00,30500.0,
29456,2020-08-09 17:46:00,30000.0,
27178,2020-08-10 06:05:00,51500.0,
47874,2021-03-24 14:07:00,30000.0,
22717,2020-08-07 20:24:00,10000.0,
27178,2020-08-10 13:44:00,9000.0,
29138,2020-08-10 19:39:00,100000.0,
29278,2020-08-11 13:17:00,27000.0,
27178,2020-08-11 13:34:00,50000.0,
30903,2020-08-11 17:49:00,55000.0,
30903,2020-08-12 15:34:00,58000.0,
29138,2020-08-12 15:46:00,500000.0,
29341,2020-08-12 19:40:00,40000.0,
27178,2020-08-13 06:41:00,5700.0,
22717,2020-08-10 17:51:00,12000.0,
29306,2020-08-14 08:09:00,868000.0,
29456,2020-08-14 10:49:00,208000.0,
29456,2020-08-14 15:18:00,30300.0,
27178,2020-08-15 07:12:00,50000.0,
29456,2020-08-15 13:26:00,108000.0,
30903,2020-08-15 17:45:00,20000.0,
29456,2020-08-16 11:32:00,187000.0,
27178,2020-08-17 09:11:00,32000.0,
22717,2020-08-14 17:03:00,4500.0,
31539,2020-08-18 16:14:00,16500.0,
31537,2020-08-19 09:32:00,20000.0,
31537,2020-08-19 09:39:00,20000.0,
30515,2020-08-20 05:26:00,221900.0,
29456,2020-08-20 14:54:00,3300.0,
31539,2020-08-20 20:08:00,17300.0,
22717,2020-08-18 06:56:00,7900.0,
29826,2020-08-21 12:17:00,414600.0,
31539,2020-08-21 19:11:00,18000.0,
30903,2020-08-22 15:58:00,65000.0,
31452,2020-08-23 07:21:00,12000.0,
29456,2020-08-24 13:37:00,20000.0,
29730,2020-08-24 16:22:00,839300.0,
31956,2020-08-26 07:23:00,31700.0,
32071,2020-08-26 10:57:00,40800.0,
30903,2020-08-26 12:25:00,8000.0,
31539,2020-08-27 18:03:00,10000.0,
31539,2020-08-29 08:55:00,8000.0,
31539,2020-08-29 18:19:00,12000.0,
30515,2020-08-30 05:00:00,100000.0,
31121,2020-08-31 08:38:00,653900.0,
22717,2020-08-31 10:30:00,66000.0,
33118,2020-08-31 14:50:00,30000.0,
31537,2020-08-31 16:09:00,4000.0,
22991,2020-09-01 09:45:00,320000.0,
31539,2020-09-01 17:01:00,10000.0,
22991,2020-09-01 17:10:00,20000.0,
31452,2020-09-01 18:58:00,20500.0,
31539,2020-09-01 19:25:00,6500.0,
20821,2020-07-13 13:26:00,110600.0,
31537,2020-09-02 11:09:00,20000.0,
22991,2020-09-02 13:14:00,20000.0,
31539,2020-09-03 06:04:00,40000.0,
30903,2020-09-03 09:03:00,597000.0,
31521,2020-09-03 10:24:00,100000.0,
22991,2020-09-03 13:43:00,29500.0,
22991,2020-09-03 19:34:00,11950.0,
31787,2020-09-04 00:46:00,60000.0,
31539,2020-09-04 07:45:00,5000.0,
22991,2020-09-04 14:56:00,8650.0,
31537,2020-09-04 18:24:00,30000.0,
32071,2020-09-05 17:09:00,40000.0,
31787,2020-09-07 16:48:00,50000.0,
31452,2020-09-08 08:12:00,13000.0,
31452,2020-09-08 09:21:00,50000.0,
31537,2020-09-08 16:35:00,30000.0,
31452,2020-09-08 17:50:00,16000.0,
31434,2020-09-08 18:05:00,690000.0,
32071,2020-09-09 10:24:00,39000.0,
31539,2020-09-09 15:28:00,15500.0,
31434,2020-09-09 15:47:00,256400.0,
31539,2020-09-09 16:02:00,11000.0,
31452,2020-09-09 18:16:00,48000.0,
31539,2020-09-10 05:42:00,20000.0,
32810,2020-09-10 09:49:00,50000.0,
31539,2020-09-10 14:17:00,65000.0,
31787,2020-09-10 16:33:00,50000.0,
22991,2020-09-10 19:26:00,23000.0,
31521,2020-09-11 15:07:00,783200.0,
32810,2020-09-12 13:49:00,55000.0,
31539,2020-09-12 15:20:00,13000.0,
32810,2020-09-13 14:29:00,100000.0,
31648,2020-09-13 17:11:00,1147200.0,
29456,2020-09-14 14:13:00,80000.0,
29456,2020-09-14 16:41:00,100000.0,
29456,2020-09-15 07:28:00,180000.0,
31956,2020-09-15 09:21:00,300000.0,
29456,2020-09-15 15:03:00,220000.0,
29456,2020-09-15 16:40:00,60000.0,
34074,2020-09-15 16:56:00,20000.0,
32810,2020-09-16 10:14:00,136000.0,
22991,2020-09-16 14:37:00,128000.0,
34074,2020-09-16 19:57:00,27500.0,
31787,2020-09-17 08:36:00,200000.0,
31787,2020-09-17 09:20:00,900.0,
33905,2020-09-17 10:18:00,55000.0,
33838,2020-09-18 10:17:00,25000.0,
32810,2020-09-19 15:10:00,210000.0,
34138,2020-09-19 15:55:00,34500.0,
34074,2020-09-19 18:40:00,12000.0,
29826,2020-09-20 17:03:00,414600.0,
32810,2020-09-21 10:33:00,104300.0,
33838,2020-09-21 18:07:00,23000.0,
22991,2020-09-21 19:13:00,30000.0,
34074,2020-09-22 16:19:00,28000.0,
29730,2020-09-22 16:35:00,835900.0,
31956,2020-09-23 09:01:00,32000.0,
34138,2020-09-23 17:08:00,6000.0,
34138,2020-09-24 17:07:00,40000.0,
34074,2020-09-24 19:34:00,32000.0,
22991,2020-09-24 20:38:00,228500.0,
30515,2020-09-26 08:08:00,110000.0,
30515,2020-09-28 12:00:00,190000.0,
33118,2020-09-28 17:58:00,827500.0,
34074,2020-09-28 19:45:00,29000.0,
34074,2020-09-28 20:31:00,19000.0,
34138,2020-09-29 07:46:00,9000.0,
35416,2020-09-29 08:17:00,5000.0,
34138,2020-09-29 15:30:00,6500.0,
33430,2020-09-28 17:38:00,99000.0,
33430,2020-09-29 14:23:00,34000.0,
33430,2020-09-29 17:36:00,12000.0,
34138,2020-09-30 08:15:00,13000.0,
34847,2020-09-30 17:12:00,12000.0,
34138,2020-10-01 14:56:00,40000.0,
33838,2020-10-01 19:26:00,80000.0,
34138,2020-10-02 13:31:00,28000.0,
34847,2020-10-02 16:23:00,30000.0,
33838,2020-10-03 05:12:00,25000.0,
33838,2020-10-03 09:44:00,15000.0,
33386,2020-10-03 11:29:00,1032500.0,
29456,2020-10-04 16:29:00,50000.0,
33430,2020-10-03 15:51:00,20200.0,
33905,2020-10-05 14:29:00,145000.0,
33905,2020-10-05 16:19:00,12000.0,
35663,2020-10-05 18:17:00,13900.0,
35852,2020-10-05 19:48:00,5000.0,
34138,2020-10-06 09:06:00,26000.0,
34138,2020-10-06 10:11:00,45000.0,
31956,2020-10-06 12:46:00,10000.0,
35852,2020-10-06 17:05:00,5000.0,
35663,2020-10-06 19:42:00,10000.0,
35852,2020-10-07 13:03:00,5000.0,
34636,2020-10-07 15:00:00,100000.0,
34847,2020-10-07 17:32:00,25000.0,
35663,2020-10-07 18:52:00,7000.0,
35852,2020-10-08 13:22:00,5000.0,
35663,2020-10-08 17:35:00,10000.0,
35852,2020-10-09 11:59:00,7000.0,
34847,2020-10-09 12:29:00,108000.0,
31956,2020-10-09 14:25:00,20000.0,
35663,2020-10-09 19:59:00,10000.0,
34636,2020-10-10 04:39:00,100000.0,
33931,2020-10-10 06:07:00,414600.0,
34138,2020-10-10 07:30:00,30800.0,
35852,2020-10-10 07:43:00,8700.0,
35663,2020-10-10 10:04:00,10000.0,
35944,2020-10-10 23:21:00,80000.0,
34636,2020-10-11 03:39:00,75000.0,
35852,2020-10-11 05:11:00,7500.0,
34847,2020-10-11 17:34:00,86000.0,
31956,2020-10-12 05:32:00,39500.0,
34847,2020-10-12 08:34:00,16500.0,
29456,2020-10-12 09:37:00,35300.0,
35852,2020-10-12 16:50:00,4000.0,
34636,2020-10-12 17:39:00,80000.0,
31956,2020-10-13 05:31:00,10000.0,
29456,2020-10-13 11:40:00,98000.0,
31956,2020-10-13 13:11:00,30000.0,
35852,2020-10-13 17:38:00,5000.0,
34189,2020-10-14 05:12:00,1147200.0,
35852,2020-10-14 06:41:00,8500.0,
29456,2020-10-14 09:17:00,295000.0,
29456,2020-10-14 10:51:00,90000.0,
29456,2020-10-14 14:25:00,95000.0,
34847,2020-10-14 14:52:00,79000.0,
34636,2020-10-14 02:29:00,220000.0,
34086,2020-10-14 16:41:00,1167500.0,
35852,2020-10-15 05:07:00,5000.0,
35852,2020-10-15 11:22:00,5000.0,
35852,2020-10-15 16:52:00,5000.0,
35454,2020-10-16 10:26:00,30000.0,
35663,2020-10-16 11:24:00,33000.0,
35852,2020-10-16 11:42:00,5000.0,
31956,2020-10-16 14:36:00,100000.0,
36793,2020-10-16 15:30:00,58000.0,
31956,2020-10-17 06:42:00,90200.0,
34847,2020-10-17 09:31:00,170000.0,
35819,2020-10-17 09:51:00,20000.0,
35852,2020-10-17 11:49:00,5000.0,
34847,2020-10-17 15:08:00,12000.0,
36793,2020-10-17 15:32:00,58000.0,
36360,2020-10-17 18:42:00,15000.0,
35852,2020-10-18 10:21:00,10000.0,
36793,2020-10-18 15:28:00,58000.0,
36360,2020-10-18 16:57:00,9000.0,
35663,2020-10-18 19:30:00,30000.0,
34847,2020-10-19 13:24:00,95000.0,
35663,2020-10-19 15:08:00,50000.0,
35852,2020-10-19 15:34:00,6000.0,
22991,2020-10-19 18:28:00,409500.0,
35852,2020-10-20 03:58:00,5000.0,
34847,2020-10-20 08:09:00,43700.0,
29826,2020-10-20 08:38:00,414600.0,
29730,2020-10-20 13:04:00,829100.0,
35852,2020-10-20 14:55:00,6000.0,
35819,2020-10-20 16:37:00,100000.0,
32899,2020-10-05 16:29:00,500000.0,
31956,2020-10-21 09:39:00,31700.0,
37413,2020-10-21 11:37:00,5000.0,
35852,2020-10-21 12:13:00,8000.0,
35819,2020-10-21 18:13:00,92600.0,
35852,2020-10-22 06:31:00,6000.0,
35852,2020-10-22 15:37:00,5000.0,
36360,2020-10-22 17:12:00,60000.0,
35852,2020-10-22 21:23:00,6000.0,
36360,2020-10-23 09:25:00,20000.0,
36360,2020-10-23 10:01:00,6000.0,
35852,2020-10-23 10:27:00,13000.0,
36793,2020-10-23 15:42:00,62000.0,
36360,2020-10-23 18:11:00,22000.0,
36793,2020-10-24 20:51:00,54000.0,
31956,2020-10-25 08:42:00,19400.0,
37348,2020-10-26 07:25:00,150000.0,
37713,2020-10-26 12:24:00,5000.0,
35454,2020-10-26 12:26:00,1137500.0,
35783,2020-10-26 13:28:00,389300.0,
36793,2020-10-26 19:43:00,48000.0,
